"Category","Time","Stratum","Units","Estimate","Std. Error for Estimate","Std. Error for ln(Estimate)"
"1","2012","Stratum_2"," [g]",2172506801.35347,178894395.22334,0.0944684811365283
"1","2013","Stratum_2"," [g]",3925855918.3942,418748669.583386,0.127233985503804
"1","2014","Stratum_2"," [g]",1806817905.91799,191866980.305501,0.124305531944915
"1","2015","Stratum_2"," [g]",1294056336.26773,138700740.868414,0.128001294588136
"1","2016","Stratum_2"," [g]",3291646410.12257,308696842.964167,0.110762636416438
"1","2017","Stratum_2"," [g]",1194209368.10356,197557095.651592,0.212480162190769
"1","2018","Stratum_2"," [g]",2894485134.83888,262012041.371187,0.104512589248764
"1","2019","Stratum_2"," [g]",2395494869.63533,221720720.22225,0.106189958349702
"1","2020","Stratum_2"," [g]",0,0,0
"1","2021","Stratum_2"," [g]",1114006913.39917,109352841.704374,0.113174651239565
"1","1982","Stratum_3"," [g]",3394657588.87085,430023411.492535,0.143978572324992
"1","1983","Stratum_3"," [g]",4693745607.15476,511474419.629037,0.122560251529447
"1","1984","Stratum_3"," [g]",4411621795.39848,395858133.877533,0.0994013374546711
"1","1985","Stratum_3"," [g]",5023375492.65229,495864314.317026,0.1091184974678
"1","1986","Stratum_3"," [g]",4251106011.21918,410569366.406601,0.106680949631143
"1","1987","Stratum_3"," [g]",2802252443.3695,294262702.99147,0.116837630109688
"1","1988","Stratum_3"," [g]",3015854649.0973,236719293.009282,0.0848713109129481
"1","1989","Stratum_3"," [g]",4849090728.94094,433014500.731581,0.097491974977208
"1","1990","Stratum_3"," [g]",4930674440.84586,344766591.136234,0.07604405233297
"1","1991","Stratum_3"," [g]",4546617586.41401,392566043.8009,0.0944835894735395
"1","1992","Stratum_3"," [g]",3025727782.74976,271902169.968567,0.0982923894127986
"1","1993","Stratum_3"," [g]",5149931152.4282,374860037.710059,0.0794861590950173
"1","1994","Stratum_3"," [g]",10640997694.6569,1561325756.34947,0.175236375630322
"1","1995","Stratum_3"," [g]",3463854304.24246,459184963.332575,0.14979547656967
"1","1996","Stratum_3"," [g]",7563935287.40066,821630186.923116,0.12408273786655
"1","1997","Stratum_3"," [g]",7767279803.31407,867377906.298615,0.126846657605979
"1","1998","Stratum_3"," [g]",7860046349.18458,1178903969.7374,0.177132973874775
"1","1999","Stratum_3"," [g]",5577841048.23394,600253286.448366,0.121400861436184
"1","2000","Stratum_3"," [g]",7635827192.00754,920043912.239601,0.138510708941928
"1","2001","Stratum_3"," [g]",3702947018.17417,416737537.090113,0.126868416601773
"1","2002","Stratum_3"," [g]",5156341806.18776,557216066.910284,0.121489348975194
"1","2003","Stratum_3"," [g]",3084462844.00547,367689548.815883,0.136337570307901
"1","2004","Stratum_3"," [g]",1978343277.46959,219257793.865243,0.124154412281305
"1","2005","Stratum_3"," [g]",1348235200.14878,154214497.533416,0.128167749298182
"1","2006","Stratum_3"," [g]",5040558146.62158,627218760.352625,0.140264855520351
"1","2007","Stratum_3"," [g]",2796735206.23182,339707250.695067,0.138032113928921
"1","2008","Stratum_3"," [g]",2949232948.40588,313098143.38611,0.119547028115787
"1","2009","Stratum_3"," [g]",3989323007.92123,452084666.504555,0.128427111324455
"1","2010","Stratum_3"," [g]",4036423048.23159,434278041.718063,0.121507224490207
"1","2011","Stratum_3"," [g]",3957354026.27022,520812924.138881,0.150045336410775
"1","2012","Stratum_3"," [g]",3772995856.07789,420419661.363543,0.126387883642411
"1","2013","Stratum_3"," [g]",4359340100.87833,582681676.63398,0.154451916780034
"1","2014","Stratum_3"," [g]",5380972558.638,731372335.561329,0.158501737667628
"1","2015","Stratum_3"," [g]",5388606290.40667,647826818.959529,0.138946880004832
"1","2016","Stratum_3"," [g]",5217582685.04749,661718469.958657,0.146746268938933
"1","2017","Stratum_3"," [g]",5625497507.89831,1071692715.77575,0.234044094733788
"1","2018","Stratum_3"," [g]",5676790516.22928,847423606.604823,0.176822154103509
"1","2019","Stratum_3"," [g]",5030098769.35556,611297709.799809,0.138915537429733
"1","2020","Stratum_3"," [g]",0,0,0
"1","2021","Stratum_3"," [g]",5715680191.89458,717454359.256436,0.143100801004435
"1","1982","Stratum_4"," [g]",5771882183.73159,985128810.018447,0.210446025326538
"1","1983","Stratum_4"," [g]",3863963837.87503,738151158.02365,0.239989547860521
"1","1984","Stratum_4"," [g]",2671515024.06275,437745565.196175,0.205894702680162
"1","1985","Stratum_4"," [g]",1939516662.28447,356940661.317015,0.227623080566024
"1","1986","Stratum_4"," [g]",3180962585.75521,480087812.933621,0.183983928604225
"1","1987","Stratum_4"," [g]",3310946924.57792,584412381.915432,0.222440449695965
"1","1988","Stratum_4"," [g]",3291962917.6221,565290136.535835,0.214047920295886
"1","1989","Stratum_4"," [g]",5047179092.3614,1596548303.28994,0.431473945075566
"1","1990","Stratum_4"," [g]",6245456077.00647,2035337589.25149,0.451222372558371
"1","1991","Stratum_4"," [g]",6911814602.82304,1364143105.00625,0.251341013398698
"1","1992","Stratum_4"," [g]",3863782655.21129,820050875.174749,0.27527304056805
"1","1993","Stratum_4"," [g]",4418237659.66476,879617545.681603,0.257587752765986
"1","1994","Stratum_4"," [g]",7453935924.44319,1484012128.93205,0.257454447963622
