"Category","Time","Stratum","Units","Estimate","Std. Error for Estimate","Std. Error for ln(Estimate)"
"1","2016","Stratum_2"," [g]",251912913.360402,32788251.0183661,0.154025474849409
"1","2017","Stratum_2"," [g]",291521406.163306,30531756.5414338,0.120312601522629
"1","2018","Stratum_2"," [g]",571350000.011195,73043631.7537844,0.154170224826335
"1","2019","Stratum_2"," [g]",408194892.882406,49384690.7827433,0.142757259932238
"1","2020","Stratum_2"," [g]",485788964.287381,156283518.520998,0.439312646134618
"1","2021","Stratum_2"," [g]",320824562.207456,38165607.2475454,0.140654914559616
"1","2022","Stratum_2"," [g]",161233286.104712,17995625.5435664,0.131389863826121
"1","2023","Stratum_2"," [g]",444007203.126784,70402031.0449683,0.191290995631195
"1","1982","Stratum_3"," [g]",343092080.129683,34661320.8934549,0.113950047156228
"1","1983","Stratum_3"," [g]",199804285.719876,19515076.7925676,0.110684919527656
"1","1984","Stratum_3"," [g]",229886780.794654,23323080.1305381,0.114997168172446
"1","1985","Stratum_3"," [g]",298781274.020123,31951410.5398598,0.119163163854687
"1","1986","Stratum_3"," [g]",230876177.912949,25340159.0271028,0.124120891710081
"1","1987","Stratum_3"," [g]",507839816.867716,49814819.9518456,0.109892132262388
"1","1988","Stratum_3"," [g]",238470531.748823,42485760.3339522,0.218122603858896
"1","1989","Stratum_3"," [g]",201894042.078932,34444609.898398,0.198262713999333
"1","1990","Stratum_3"," [g]",134079174.043134,16344369.3633017,0.135664795895235
"1","1991","Stratum_3"," [g]",49578183.3648862,4548705.67649039,0.101099927722009
"1","1992","Stratum_3"," [g]",194227077.013981,16172482.5043683,0.0918981509271555
"1","1993","Stratum_3"," [g]",292186968.366106,23750654.5640215,0.0904046349565474
"1","1994","Stratum_3"," [g]",243704855.725648,22603658.1582328,0.10378668666199
"1","1995","Stratum_3"," [g]",148636459.762434,19113348.797619,0.146390881458907
"1","1996","Stratum_3"," [g]",220204678.894627,39157392.3871102,0.206562929791329
"1","1997","Stratum_3"," [g]",95150247.496584,13365209.1989933,0.159911191883462
"1","1998","Stratum_3"," [g]",137007506.671977,20305373.1624799,0.16926493657418
"1","1999","Stratum_3"," [g]",97444242.3693333,13776861.6514358,0.161597708175992
"1","2000","Stratum_3"," [g]",512167378.797875,58187121.5173653,0.131282428368521
"1","2001","Stratum_3"," [g]",589071796.043301,60964574.8995345,0.119133055073316
"1","2002","Stratum_3"," [g]",290090810.416218,30998120.9340037,0.122039708445501
"1","2003","Stratum_3"," [g]",672155503.680749,79844567.4031474,0.137554320299182
"1","2004","Stratum_3"," [g]",570894069.25353,64035656.2062462,0.130274464125317
"1","2005","Stratum_3"," [g]",503479346.215378,56015702.0875431,0.12738331401169
"1","2006","Stratum_3"," [g]",245015840.644827,25742901.494486,0.118243146742488
"1","2007","Stratum_3"," [g]",435732601.782525,44759981.9471139,0.118233557555682
"1","2008","Stratum_3"," [g]",247798972.264834,28018512.1738958,0.131240318119369
"1","2009","Stratum_3"," [g]",294659831.15136,32011465.0627398,0.121771686616557
"1","2010","Stratum_3"," [g]",290292199.505458,28262076.4995891,0.109977373158661
"1","2011","Stratum_3"," [g]",167768316.653907,16275196.2249788,0.109519934037978
"1","2012","Stratum_3"," [g]",231589165.366581,27137825.8853919,0.133981397798025
"1","2013","Stratum_3"," [g]",359808612.478911,46240954.3830856,0.149357116820231
"1","2014","Stratum_3"," [g]",449064309.189391,61961190.2252104,0.166077570636229
"1","2015","Stratum_3"," [g]",601497328.604454,71717532.5311386,0.138150434031942
"1","2016","Stratum_3"," [g]",310518144.588044,38541936.5152964,0.144501341467983
"1","2017","Stratum_3"," [g]",353389939.484771,34671813.7332113,0.110979172264509
"1","2018","Stratum_3"," [g]",412008015.275975,51467249.3724142,0.148351139027421
"1","2019","Stratum_3"," [g]",272605342.787846,33725576.3768615,0.144381258047802
"1","2020","Stratum_3"," [g]",304313392.925589,167076850.571815,0.833385742661461
"1","2021","Stratum_3"," [g]",328143816.8731,57333159.2389516,0.207523189230234
"1","2022","Stratum_3"," [g]",95329893.5120703,12637167.305927,0.155890948899969
"1","2023","Stratum_3"," [g]",171846720.742553,21167165.4180697,0.144484788449864
"1","1982","Stratum_4"," [g]",555623369.553592,52097579.8170783,0.108738068568285
"1","1983","Stratum_4"," [g]",399451061.888542,34477486.7538292,0.099752000805107
"1","1984","Stratum_4"," [g]",568284252.667818,53288823.666555,0.109254795670852
"1","1985","Stratum_4"," [g]",208856587.082766,30032251.3253123,0.177397194974067
"1","1986","Stratum_4"," [g]",365439719.490022,35834212.2546505,0.113695892187249
"1","1987","Stratum_4"," [g]",838955275.611574,98687312.008624,0.141335367876795
"1","1988","Stratum_4"," [g]",233494617.393981,34205087.562437,0.179710516080988
"1","1989","Stratum_4"," [g]",556002861.925926,151639760.210931,0.359114384522659
"1","1990","Stratum_4"," [g]",229751747.336787,66453515.8420329,0.37436218869377
"1","1991","Stratum_4"," [g]",82504079.4481348,22714125.4485693,0.350928643598927
"1","1992","Stratum_4"," [g]",481337238.839749,64226722.306567,0.160083139116645
"1","1993","Stratum_4"," [g]",641899641.88879,82287474.7711429,0.154488707201217
"1","1994","Stratum_4"," [g]",470844413.745633,54897452.9853819,0.136132366100747
"1","1995","Stratum_4"," [g]",529447566.896701,57972029.5223218,0.128749717394552
"1","1996","Stratum_4"," [g]",606605875.057473,91355675.4147795,0.182425498903284
"1","1997","Stratum_4"," [g]",392195708.538907,50592325.5637126,0.154381888163983
"1","1998","Stratum_4"," [g]",377376328.91722,47811915.5605571,0.152753649249798
"1","1999","Stratum_4"," [g]",887469570.505742,106592778.412975,0.143907101809709
"1","2000","Stratum_4"," [g]",993278401.464115,137871860.466612,0.170194449426197
"1","2001","Stratum_4"," [g]",1515880347.73106,235047034.395546,0.193643916398446
"1","2002","Stratum_4"," [g]",801505604.747678,92821595.6327989,0.137432156459887
"1","2003","Stratum_4"," [g]",566472405.883427,74733818.2517235,0.157717086391611
"1","2004","Stratum_4"," [g]",894280929.642312,132535718.034203,0.182352542506123
